"","ativo","base","id","Model","Mean.Hits","Var.Hits"
"295","19 - FTAS - final","valid",1,"Adaptive",0.0481065420560748,1.55201164261152e-06
"296","19 - FTAS - final","valid",2,"symmetricAbs",0.0468241822429907,2.28817213869667e-05
"297","19 - FTAS - final","valid",3,"IndirectGARCH",0.0305253504672897,2.58928487674782e-05
"298","19 - FTAS - final","valid",4,"standardGARCHmu",0.0210375,2.78655177357203e-05
"299","19 - FTAS - final","valid",5,"linearGARCH",0.0468296728971963,2.28998240363419e-05
"300","19 - FTAS - final","valid",6,"linearGARCHmu",0.0181207943925234,2.27282415496987e-05
"301","19 - FTAS - final","valid",7,"GJRGARCH",0.0472133177570093,1.14270097774468e-05
"302","19 - FTAS - final","valid",8,"GJRGARCHmu",0.0198799065420561,2.55133405054668e-05
"303","19 - FTAS - final","valid",9,"linearTGARCH",0.0468797897196262,2.29042107088332e-05
"304","19 - FTAS - final","valid",10,"linearTGARCHmu",0.054930023364486,7.23048165484044e-05
"305","19 - FTAS - final","valid",11,"TCAV",0.0446095794392523,2.44435383167995e-05
"306","19 - FTAS - final","valid",12,"rangeValue",0.109810981308411,0.000126958825853301
"307","19 - FTAS - final","valid",13,"trigGARCH",0.330761448598131,0.000213024127174548
"308","19 - FTAS - final","valid",14,"trvGARCH",0.0292168224299065,2.87661906125657e-05
"309","2 - IBX50 - final","train",1,"Adaptive",0.0526002502502503,1.64721354152183e-06
"310","2 - IBX50 - final","train",2,"symmetricAbs",0.0575128628628629,4.66726333384925e-05
"311","2 - IBX50 - final","train",3,"IndirectGARCH",0.0461088088088088,2.40497695381165e-05
"312","2 - IBX50 - final","train",4,"standardGARCHmu",0.0616962962962963,4.60551647343961e-05
"313","2 - IBX50 - final","train",5,"linearGARCH",0.0575740740740741,4.63247774148893e-05
"314","2 - IBX50 - final","train",6,"linearGARCHmu",0.0599437437437437,0.000171703780526206
"315","2 - IBX50 - final","train",7,"GJRGARCH",0.0577313313313313,4.0532527863868e-05
"316","2 - IBX50 - final","train",8,"GJRGARCHmu",0.0394886886886887,8.02102947300355e-05
"317","2 - IBX50 - final","train",9,"linearTGARCH",0.0572996996996997,4.60640186005079e-05
"318","2 - IBX50 - final","train",10,"linearTGARCHmu",0.0379218218218218,0.000101012431742632
"319","2 - IBX50 - final","train",11,"TCAV",0.0404019019019019,2.49306552937149e-05
"320","2 - IBX50 - final","train",12,"rangeValue",0.0510647647647648,9.14128676591179e-05
"321","2 - IBX50 - final","train",13,"trigGARCH",0.114326626626627,6.62166125676345e-05
"322","2 - IBX50 - final","train",14,"trvGARCH",0.0534588588588589,1.57094646721701e-05
"323","2 - IBX50 - final","valid",1,"Adaptive",0.0528348130841121,1.79152516458397e-06
"324","2 - IBX50 - final","valid",2,"symmetricAbs",0.0646875,2.45236860581785e-05
"325","2 - IBX50 - final","valid",3,"IndirectGARCH",0.0643193925233645,1.9060614627511e-05
"326","2 - IBX50 - final","valid",4,"standardGARCHmu",0.082889953271028,3.5221044285283e-05
"327","2 - IBX50 - final","valid",5,"linearGARCH",0.0648005841121495,2.44998169730679e-05
"328","2 - IBX50 - final","valid",6,"linearGARCHmu",0.0541177570093458,6.10044340512788e-05
"329","2 - IBX50 - final","valid",7,"GJRGARCH",0.0661373831775701,3.35668155554423e-05
"330","2 - IBX50 - final","valid",8,"GJRGARCHmu",0.0286872663551402,2.7059467255819e-05
"331","2 - IBX50 - final","valid",9,"linearTGARCH",0.0646630841121495,2.45050995088528e-05
"332","2 - IBX50 - final","valid",10,"linearTGARCHmu",0.0288403037383178,3.8046096082152e-05
"333","2 - IBX50 - final","valid",11,"TCAV",0.0561102803738318,2.85081579596555e-05
"334","2 - IBX50 - final","valid",12,"rangeValue",0.0316378504672897,2.20120231575357e-05
"335","2 - IBX50 - final","valid",13,"trigGARCH",0.093419976635514,8.41179101261557e-05
"336","2 - IBX50 - final","valid",14,"trvGARCH",0.0483080607476635,1.55808373521809e-05
"337","20 - FTSE - final","train",1,"Adaptive",0.0483826826826827,5.91368693327423e-07
"338","20 - FTSE - final","train",2,"symmetricAbs",0.0511870870870871,1.19766380287654e-05
"339","20 - FTSE - final","train",3,"IndirectGARCH",0.0264453453453453,1.37784911834717e-05
"340","20 - FTSE - final","train",4,"standardGARCHmu",0.0498206206206206,7.59369222925398e-05
"341","20 - FTSE - final","train",5,"linearGARCH",0.0510135635635636,1.18293931035433e-05
"342","20 - FTSE - final","train",6,"linearGARCHmu",0.0459255755755756,5.89354789332698e-05
"343","20 - FTSE - final","train",7,"GJRGARCH",0.051772972972973,7.75862868257323e-06
"344","20 - FTSE - final","train",8,"GJRGARCHmu",0.0491207207207207,6.761500680749e-05
"345","20 - FTSE - final","train",9,"linearTGARCH",0.0510348848848849,1.18644869408611e-05
"346","20 - FTSE - final","train",10,"linearTGARCHmu",0.049432982982983,7.83045372688001e-05
"347","20 - FTSE - final","train",11,"TCAV",0.312979179179179,0.0048289204179567
"348","20 - FTSE - final","train",12,"rangeValue",0.0502658658658659,0.000420125504658567
"349","20 - FTSE - final","train",13,"trigGARCH",0.11124014014014,0.000267034562031489
"350","20 - FTSE - final","train",14,"trvGARCH",0.061508008008008,0.00026096208905118
"351","20 - FTSE - final","valid",1,"Adaptive",0.048636214953271,1.05368325608523e-06
"352","20 - FTSE - final","valid",2,"symmetricAbs",0.0469792056074766,2.71556166744747e-05
"353","20 - FTSE - final","valid",3,"IndirectGARCH",0.0177278037383178,1.66306994366818e-05
"354","20 - FTSE - final","valid",4,"standardGARCHmu",0.0216195093457944,3.19329062418082e-05
"355","20 - FTSE - final","valid",5,"linearGARCH",0.0467038551401869,2.67417005187875e-05
"356","20 - FTSE - final","valid",6,"linearGARCHmu",0.0160283878504673,1.90618604412428e-05
"357","20 - FTSE - final","valid",7,"GJRGARCH",0.0475705607476635,1.79461003564151e-05
"358","20 - FTSE - final","valid",8,"GJRGARCHmu",0.0216195093457944,3.19329062418082e-05
"359","20 - FTSE - final","valid",9,"linearTGARCH",0.0465584112149533,2.65830799577681e-05
"360","20 - FTSE - final","valid",10,"linearTGARCHmu",0.0197905373831776,3.0550581126248e-05
"361","20 - FTSE - final","valid",11,"TCAV",0.0490775700934579,2.08833089004035e-05
"362","20 - FTSE - final","valid",12,"rangeValue",0.0140632009345794,1.2620572620398e-05
"363","20 - FTSE - final","valid",13,"trigGARCH",0.200494742990654,6.2938112982344e-05
"364","20 - FTSE - final","valid",14,"trvGARCH",0.0712490654205607,4.12477728753891e-05
"365","21- ADI - final","train",1,"Adaptive",0.0759822322322322,0.000333443482344471
"366","21- ADI - final","train",2,"symmetricAbs",0.0529274774774775,6.28555690642157e-05
"367","21- ADI - final","train",3,"IndirectGARCH",0.0622503003003003,8.66324698630674e-05
"368","21- ADI - final","train",4,"standardGARCHmu",0.0367062562562563,0.000238276264540374
"369","21- ADI - final","train",5,"linearGARCH",0.0527343843843844,6.28182530011119e-05
"370","21- ADI - final","train",6,"linearGARCHmu",0.0424408908908909,7.58289927360954e-05
"371","21- ADI - final","train",7,"GJRGARCH",0.0564676676676677,4.8352923306853e-05
"372","21- ADI - final","train",8,"GJRGARCHmu",0.0239976976976977,6.2682096179196e-05
"373","21- ADI - final","train",9,"linearTGARCH",0.0526971971971972,6.31095223584793e-05
"374","21- ADI - final","train",10,"linearTGARCHmu",0.0158765765765766,1.55346249394989e-05
"375","21- ADI - final","train",11,"TCAV",0.0789707707707708,4.70798775882816e-05
"376","21- ADI - final","train",12,"rangeValue",0.0509534034034034,4.58490251734161e-05
"377","21- ADI - final","train",13,"trigGARCH",0.119251151151151,4.64168795506635e-05
"378","21- ADI - final","train",14,"trvGARCH",0.0506602102102102,2.45855651259029e-05
"379","21- ADI - final","valid",1,"Adaptive",0.0706904205607477,6.6081321284346e-05
"380","21- ADI - final","valid",2,"symmetricAbs",0.0545441588785047,6.59194256420504e-05
"381","21- ADI - final","valid",3,"IndirectGARCH",0.0607582943925234,8.14365630872484e-05
"382","21- ADI - final","valid",4,"standardGARCHmu",0.0128545560747664,1.65101172338363e-05
"383","21- ADI - final","valid",5,"linearGARCH",0.0545440420560748,6.59211837208694e-05
"384","21- ADI - final","valid",6,"linearGARCHmu",0.0403706775700935,4.47337408213366e-05
"385","21- ADI - final","valid",7,"GJRGARCH",0.0616308411214953,5.26817084964726e-05
"386","21- ADI - final","valid",8,"GJRGARCHmu",0.0106177570093458,1.05637810241758e-05
"387","21- ADI - final","valid",9,"linearTGARCH",0.0545552570093458,6.59255048314013e-05
"388","21- ADI - final","valid",10,"linearTGARCHmu",0.0122885514018692,1.17710389728395e-05
"389","21- ADI - final","valid",11,"TCAV",0.058376285046729,7.09567354420967e-05
"390","21- ADI - final","valid",12,"rangeValue",0.016583761682243,1.4821741520437e-05
"391","21- ADI - final","valid",13,"trigGARCH",0.100128738317757,5.73179368055461e-05
"392","21- ADI - final","valid",14,"trvGARCH",0.028319976635514,1.76696980014179e-05
"393","22 - QSI - final","train",1,"Adaptive",0.0445810810810811,2.45413841921932e-06
"394","22 - QSI - final","train",2,"symmetricAbs",0.0527153153153153,1.64385530460147e-05
"395","22 - QSI - final","train",3,"IndirectGARCH",0.0447734234234234,3.05224383164871e-05
"396","22 - QSI - final","train",4,"standardGARCHmu",0.0481792792792793,9.61510605309135e-05
"397","22 - QSI - final","train",5,"linearGARCH",0.0527175175175175,1.64124754317668e-05
"398","22 - QSI - final","train",6,"linearGARCHmu",0.0401053553553554,6.53773936883387e-05
"399","22 - QSI - final","train",7,"GJRGARCH",0.0526757757757758,1.44067711198655e-05
"400","22 - QSI - final","train",8,"GJRGARCHmu",0.0289314314314314,2.82445422061433e-05
"401","22 - QSI - final","train",9,"linearTGARCH",0.0526718718718719,1.64112731885145e-05
"402","22 - QSI - final","train",10,"linearTGARCHmu",0.13279044044044,0.000301485129242951
"403","22 - QSI - final","train",11,"TCAV",0.0573639139139139,1.51263463856888e-05
"404","22 - QSI - final","train",12,"rangeValue",0.0507228728728729,5.2111774836077e-05
"405","22 - QSI - final","train",13,"trigGARCH",0.251603303303303,0.000142072793381944
"406","22 - QSI - final","train",14,"trvGARCH",0.0505851351351351,3.54554712035793e-05
"407","22 - QSI - final","valid",1,"Adaptive",0.0453190420560748,3.40878834721875e-06
"408","22 - QSI - final","valid",2,"symmetricAbs",0.0550341121495327,3.2835546932952e-05
"409","22 - QSI - final","valid",3,"IndirectGARCH",0.0348392523364486,4.38224412285724e-05
"410","22 - QSI - final","valid",4,"standardGARCHmu",0.0250674065420561,5.07200323018355e-05
"411","22 - QSI - final","valid",5,"linearGARCH",0.0550455607476635,3.28421859037717e-05
"412","22 - QSI - final","valid",6,"linearGARCHmu",0.0183702102803738,3.48931722840113e-05
"413","22 - QSI - final","valid",7,"GJRGARCH",0.0516681074766355,3.40003688215807e-05
"414","22 - QSI - final","valid",8,"GJRGARCHmu",0.0176782710280374,2.8977508697215e-05
"415","22 - QSI - final","valid",9,"linearTGARCH",0.0548004672897196,3.21314417918958e-05
"416","22 - QSI - final","valid",10,"linearTGARCHmu",0.0979339953271028,0.000255961175844545
"417","22 - QSI - final","valid",11,"TCAV",0.0472740654205607,3.14968832158431e-05
"418","22 - QSI - final","valid",12,"rangeValue",0.00969264018691589,5.53707178624562e-06
"419","22 - QSI - final","valid",13,"trigGARCH",0.201228855140187,0.000163702461087357
"420","22 - QSI - final","valid",14,"trvGARCH",0.0187429906542056,9.70525029103995e-06
"421","23 - BSESN - final","train",1,"Adaptive",0.049591041041041,1.53932834260192e-07
"422","23 - BSESN - final","train",2,"symmetricAbs",0.0512483483483483,1.64377165569096e-05
"423","23 - BSESN - final","train",3,"IndirectGARCH",0.343622222222222,0.000145916644403569
"424","23 - BSESN - final","train",4,"standardGARCHmu",0.0498645145145145,8.01233420734073e-05
"425","23 - BSESN - final","train",5,"linearGARCH",0.0512547047047047,1.63705128102387e-05
"426","23 - BSESN - final","train",6,"linearGARCHmu",0.035693993993994,4.64201755171761e-05
"427","23 - BSESN - final","train",7,"GJRGARCH",0.0527498998998999,1.23638776012669e-05
"428","23 - BSESN - final","train",8,"GJRGARCHmu",0.0292904904904905,2.63053094185487e-05
"429","23 - BSESN - final","train",9,"linearTGARCH",0.0509976476476477,1.62970219131376e-05
"430","23 - BSESN - final","train",10,"linearTGARCHmu",0.0362086586586587,5.63588089862088e-05
"431","23 - BSESN - final","train",11,"TCAV",0.0475260760760761,1.73164493464965e-05
"432","23 - BSESN - final","train",12,"rangeValue",0.0499946946946947,6.11725859697476e-05
"433","23 - BSESN - final","train",13,"trigGARCH",0.146344444444444,4.58567771093239e-05
"434","23 - BSESN - final","train",14,"trvGARCH",0.0504686186186186,4.42931961073202e-05
"435","23 - BSESN - final","valid",1,"Adaptive",0.0496568925233645,3.45500892802371e-07
"436","23 - BSESN - final","valid",2,"symmetricAbs",0.0323275700934579,1.64331853181711e-05
"437","23 - BSESN - final","valid",3,"IndirectGARCH",0.281776985981308,0.00018152091636283
"438","23 - BSESN - final","valid",4,"standardGARCHmu",0.00937581775700935,9.51117912409017e-06
"439","23 - BSESN - final","valid",5,"linearGARCH",0.0323280373831776,1.64344983591879e-05
"440","23 - BSESN - final","valid",6,"linearGARCHmu",0.00584941588785047,3.89044584126451e-06
"441","23 - BSESN - final","valid",7,"GJRGARCH",0.0345439252336449,1.6331051169619e-05
"442","23 - BSESN - final","valid",8,"GJRGARCHmu",0.0065286214953271,5.88230929824274e-06
"443","23 - BSESN - final","valid",9,"linearTGARCH",0.0323213785046729,1.6444855360604e-05
"444","23 - BSESN - final","valid",10,"linearTGARCHmu",0.00357628504672897,2.88032035123506e-06
"445","23 - BSESN - final","valid",11,"TCAV",0.0299271028037383,1.71115898435168e-05
"446","23 - BSESN - final","valid",12,"rangeValue",0.00999626168224299,6.61458302665861e-06
"447","23 - BSESN - final","valid",13,"trigGARCH",0.112666939252336,4.97068166226267e-05
"448","23 - BSESN - final","valid",14,"trvGARCH",0.0144117990654206,1.17887552393656e-05
"449","24 - NSEI - final","train",1,"Adaptive",0.0487466966966967,4.67656487146171e-07
"450","24 - NSEI - final","train",2,"symmetricAbs",0.0506129129129129,1.73237567250003e-05
"451","24 - NSEI - final","train",3,"IndirectGARCH",0.344329179179179,0.000133522545673121
"452","24 - NSEI - final","train",4,"standardGARCHmu",0.0501561561561562,6.47734499199487e-05
"453","24 - NSEI - final","train",5,"linearGARCH",0.0507767767767768,1.74366602447013e-05
"454","24 - NSEI - final","train",6,"linearGARCHmu",0.0368067067067067,3.45532477674522e-05
"455","24 - NSEI - final","train",7,"GJRGARCH",0.0518886886886887,1.25143548230168e-05
"456","24 - NSEI - final","train",8,"GJRGARCHmu",0.0293516016016016,2.26333541344266e-05
"457","24 - NSEI - final","train",9,"linearTGARCH",0.050936986986987,1.75591334117309e-05
"458","24 - NSEI - final","train",10,"linearTGARCHmu",0.0589566066066066,8.30683961699329e-05
"459","24 - NSEI - final","train",11,"TCAV",0.0526325325325325,1.7080569333152e-05
"460","24 - NSEI - final","train",12,"rangeValue",0.0504296296296296,4.95363179184828e-05
"461","24 - NSEI - final","train",13,"trigGARCH",0.144016666666667,5.09551745344224e-05
"462","24 - NSEI - final","train",14,"trvGARCH",0.0523301301301301,3.33306078410655e-05
"463","24 - NSEI - final","valid",1,"Adaptive",0.0487072429906542,1.38890402545528e-06
"464","24 - NSEI - final","valid",2,"symmetricAbs",0.0339998831775701,1.80399195476924e-05
"465","24 - NSEI - final","valid",3,"IndirectGARCH",0.275397079439252,0.000205197464166932
"466","24 - NSEI - final","valid",4,"standardGARCHmu",0.00938656542056075,1.00547884792043e-05
"467","24 - NSEI - final","valid",5,"linearGARCH",0.0340007009345794,1.8037331536095e-05
"468","24 - NSEI - final","valid",6,"linearGARCHmu",0.00824742990654206,5.91644330045151e-06
"469","24 - NSEI - final","valid",7,"GJRGARCH",0.0335920560747664,1.81698998110392e-05
"470","24 - NSEI - final","valid",8,"GJRGARCHmu",0.00707651869158878,5.47980009083745e-06
"471","24 - NSEI - final","valid",9,"linearTGARCH",0.0340192757009346,1.80213210817332e-05
"472","24 - NSEI - final","valid",10,"linearTGARCHmu",0.0152627336448598,1.58585930299651e-05
"473","24 - NSEI - final","valid",11,"TCAV",0.0394356308411215,2.08253781591981e-05
"474","24 - NSEI - final","valid",12,"rangeValue",0.00833084112149533,6.01685779552626e-06
"475","24 - NSEI - final","valid",13,"trigGARCH",0.11156296728972,4.12855324007198e-05
"476","24 - NSEI - final","valid",14,"trvGARCH",0.0224789719626168,1.00841419048069e-05
"477","28 - HSI - final","train",1,"Adaptive",0.044910960960961,1.78857726382997e-06
"478","28 - HSI - final","train",2,"symmetricAbs",0.0532964464464464,1.20742119422912e-05
"479","28 - HSI - final","train",3,"IndirectGARCH",0.222207457457457,7.83732313395979e-05
"480","28 - HSI - final","train",4,"standardGARCHmu",0.0501408408408408,9.01467451619424e-05
"481","28 - HSI - final","train",5,"linearGARCH",0.0533187187187187,1.20745349148788e-05
"482","28 - HSI - final","train",6,"linearGARCHmu",0.0514443443443443,8.53938014188783e-05
"483","28 - HSI - final","train",7,"GJRGARCH",0.0528118118118118,8.30583019993875e-06
"484","28 - HSI - final","train",8,"GJRGARCHmu",0.0501408408408408,9.01467451619424e-05
"485","28 - HSI - final","train",9,"linearTGARCH",0.053501001001001,1.19835407651229e-05
"486","28 - HSI - final","train",10,"linearTGARCHmu",0.0706619119119119,0.000101362215925707
"487","28 - HSI - final","train",11,"TCAV",0.0516179179179179,1.13710797682527e-05
"488","28 - HSI - final","train",12,"rangeValue",0.050595045045045,5.69936679873357e-05
"489","28 - HSI - final","train",13,"trigGARCH",0.148284384384384,4.85876015003762e-05
"490","28 - HSI - final","train",14,"trvGARCH",0.0509291291291291,2.34029685312935e-05
"491","28 - HSI - final","valid",1,"Adaptive",0.0459775700934579,3.45131062198115e-06
"492","28 - HSI - final","valid",2,"symmetricAbs",0.0372582943925234,1.75294939627064e-05
"493","28 - HSI - final","valid",3,"IndirectGARCH",0.203007242990654,0.00013381808048875
"494","28 - HSI - final","valid",4,"standardGARCHmu",0.014635046728972,1.28188280681728e-05
"495","28 - HSI - final","valid",5,"linearGARCH",0.0372598130841121,1.75359453932886e-05
"496","28 - HSI - final","valid",6,"linearGARCHmu",0.0175094626168224,1.62742015250591e-05
"497","28 - HSI - final","valid",7,"GJRGARCH",0.0371623831775701,1.31148202629433e-05
"498","28 - HSI - final","valid",8,"GJRGARCHmu",0.014635046728972,1.28188280681728e-05
"499","28 - HSI - final","valid",9,"linearTGARCH",0.0376088785046729,1.78062538440084e-05
"500","28 - HSI - final","valid",10,"linearTGARCHmu",0.0313510514018692,3.36589854737259e-05
"501","28 - HSI - final","valid",11,"TCAV",0.0391389018691589,1.3821167573872e-05
"502","28 - HSI - final","valid",12,"rangeValue",0.00837511682242991,5.12955131368225e-06
"503","28 - HSI - final","valid",13,"trigGARCH",0.117226168224299,4.84075501011636e-05
"504","28 - HSI - final","valid",14,"trvGARCH",0.0244238317757009,8.29675302690899e-06
"505","29 - HSCE - final","train",1,"Adaptive",0.0473192692692693,9.41651011602439e-07
"506","29 - HSCE - final","train",2,"symmetricAbs",0.0502516516516517,6.91963230897845e-05
"507","29 - HSCE - final","train",3,"IndirectGARCH",0.362685585585586,0.000148595036667336
"508","29 - HSCE - final","train",4,"standardGARCHmu",0.0501992492492492,7.15188629839603e-05
"509","29 - HSCE - final","train",5,"linearGARCH",0.0504844344344344,7.02479721030153e-05
"510","29 - HSCE - final","train",6,"linearGARCHmu",0.0617911911911912,9.07749033606838e-05
"511","29 - HSCE - final","train",7,"GJRGARCH",0.0518292792792793,8.0871644388527e-06
"512","29 - HSCE - final","train",8,"GJRGARCHmu",0.0487116616616617,6.11174325970313e-05
"513","29 - HSCE - final","train",9,"linearTGARCH",0.0502460960960961,6.96114780871447e-05
"514","29 - HSCE - final","train",10,"linearTGARCHmu",0.0799499499499499,0.00012618946518339
"515","29 - HSCE - final","train",11,"TCAV",0.0396708208208208,1.71333565787006e-05
"516","29 - HSCE - final","train",12,"rangeValue",0.0510251751751752,4.72672410431108e-05
"517","29 - HSCE - final","train",13,"trigGARCH",0.140801051051051,3.59171248353464e-05
"518","29 - HSCE - final","train",14,"trvGARCH",0.0503514014014014,2.8123413540134e-05
"519","29 - HSCE - final","valid",1,"Adaptive",0.0479998831775701,1.38675705214849e-06
"520","29 - HSCE - final","valid",2,"symmetricAbs",0.0117280373831776,8.13752277925233e-06
"521","29 - HSCE - final","valid",3,"IndirectGARCH",0.37115,0.000312756510163068
"522","29 - HSCE - final","valid",4,"standardGARCHmu",0.0116910046728972,9.02182487713806e-06
"523","29 - HSCE - final","valid",5,"linearGARCH",0.0117280373831776,8.13752277925233e-06
"524","29 - HSCE - final","valid",6,"linearGARCHmu",0.0181047897196262,2.09318393151728e-05
"525","29 - HSCE - final","valid",7,"GJRGARCH",0.0341890186915888,1.15630252764676e-05
"526","29 - HSCE - final","valid",8,"GJRGARCHmu",0.0116908878504673,9.02203166417195e-06
"527","29 - HSCE - final","valid",9,"linearTGARCH",0.0117295560747664,8.13690359206875e-06
"528","29 - HSCE - final","valid",10,"linearTGARCHmu",0.0256228971962617,4.2577104599014e-05
"529","29 - HSCE - final","valid",11,"TCAV",0.0218265186915888,1.01858929602105e-05
"530","29 - HSCE - final","valid",12,"rangeValue",0.0503133177570093,3.40051971329719e-05
"531","29 - HSCE - final","valid",13,"trigGARCH",0.135935397196262,3.94306052313397e-05
"532","29 - HSCE - final","valid",14,"trvGARCH",0.0505,3.74336757036096e-05
"533","3 - IBRX - final","trai",1,"Adaptive",0.0462541041041041,1.4357425012504e-06
"534","3 - IBRX - final","trai",2,"symmetricAbs",0.0505906406406406,1.31292995781784e-05
"535","3 - IBRX - final","trai",3,"IndirectGARCH",0.0581102602602603,2.5031251592257e-05
"536","3 - IBRX - final","trai",4,"standardGARCHmu",0.0498503003003003,6.47079091194316e-05
"537","3 - IBRX - final","trai",5,"linearGARCH",0.0505936436436436,1.30921936971811e-05
"538","3 - IBRX - final","trai",6,"linearGARCHmu",0.0394210710710711,4.88863873986119e-05
"539","3 - IBRX - final","trai",7,"GJRGARCH",0.0517188688688689,1.13457431306161e-05
"540","3 - IBRX - final","trai",8,"GJRGARCHmu",0.0345933433433433,2.11751416080745e-05
"541","3 - IBRX - final","trai",9,"linearTGARCH",0.0507082082082082,1.30797508929291e-05
"542","3 - IBRX - final","trai",10,"linearTGARCHmu",0.0775358858858859,7.97674545189589e-05
"543","3 - IBRX - final","trai",11,"TCAV",0.0278489489489489,2.60059715241943e-05
"544","3 - IBRX - final","trai",12,"rangeValue",0.0502683683683684,0.00011457626478868
"545","3 - IBRX - final","trai",13,"trigGARCH",0.025619019019019,2.24017288856082e-05
"546","3 - IBRX - final","trai",14,"trvGARCH",0.0507377377377377,1.99969462901128e-05
"547","3 - IBRX - final","vali",1,"Adaptive",0.047296261682243,1.88986155166224e-06
"548","3 - IBRX - final","vali",2,"symmetricAbs",0.044223714953271,1.61002451030646e-05
"549","3 - IBRX - final","vali",3,"IndirectGARCH",0.0515601635514019,3.70880165502705e-05
"550","3 - IBRX - final","vali",4,"standardGARCHmu",0.0298322429906542,4.07231839415311e-05
"551","3 - IBRX - final","vali",5,"linearGARCH",0.0442242990654206,1.61003737562955e-05
"552","3 - IBRX - final","vali",6,"linearGARCHmu",0.0230223130841121,3.13248566469124e-05
"553","3 - IBRX - final","vali",7,"GJRGARCH",0.0462491822429907,2.04718692750473e-05
"554","3 - IBRX - final","vali",8,"GJRGARCHmu",0.0240307242990654,2.13198645575696e-05
"555","3 - IBRX - final","vali",9,"linearTGARCH",0.0446286214953271,1.64369082082422e-05
"556","3 - IBRX - final","vali",10,"linearTGARCHmu",0.067376285046729,9.25069818176885e-05
"557","3 - IBRX - final","vali",11,"TCAV",0.0443251168224299,2.16685083976137e-05
"558","3 - IBRX - final","vali",12,"rangeValue",0.0373594626168224,6.77977791246737e-05
"559","3 - IBRX - final","vali",13,"trigGARCH",0.0185724299065421,2.08689818582111e-05
"560","3 - IBRX - final","vali",14,"trvGARCH",0.0483507009345794,2.52032030893033e-05
"561","30 - N225 - final","train",1,"Adaptive",0.0488561561561562,3.84887924668153e-07
"562","30 - N225 - final","train",2,"symmetricAbs",0.0516207707707708,1.06565352380056e-05
"563","30 - N225 - final","train",3,"IndirectGARCH",0.0467194194194194,1.73327575141371e-05
"564","30 - N225 - final","train",4,"standardGARCHmu",0.0497633633633634,4.46439542467357e-05
"565","30 - N225 - final","train",5,"linearGARCH",0.051587037037037,1.05695690541363e-05
"566","30 - N225 - final","train",6,"linearGARCHmu",0.0323509009009009,3.42520950605505e-05
"567","30 - N225 - final","train",7,"GJRGARCH",0.0509593093093093,7.81038469084337e-06
"568","30 - N225 - final","train",8,"GJRGARCHmu",0.0495447447447447,3.97562099711939e-05
"569","30 - N225 - final","train",9,"linearTGARCH",0.0514547047047047,1.07502123565371e-05
"570","30 - N225 - final","train",10,"linearTGARCHmu",0.0527609109109109,5.05075820575132e-05
"571","30 - N225 - final","train",11,"TCAV",0.0511132132132132,1.11267568799015e-05
"572","30 - N225 - final","train",12,"rangeValue",0.0504183183183183,7.02404552690025e-05
"573","30 - N225 - final","train",13,"trigGARCH",0.146421471471471,4.51713236787744e-05
"574","30 - N225 - final","train",14,"trvGARCH",0.0511842842842843,4.88352285332202e-05
"575","30 - N225 - final","valid",1,"Adaptive",0.0495502336448598,3.95275961035512e-07
"576","30 - N225 - final","valid",2,"symmetricAbs",0.0450003504672897,2.11131048241048e-05
"577","30 - N225 - final","valid",3,"IndirectGARCH",0.0327714953271028,2.32785964564736e-05
"578","30 - N225 - final","valid",4,"standardGARCHmu",0.0385617990654206,6.30748512872939e-05
"579","30 - N225 - final","valid",5,"linearGARCH",0.0450004672897196,2.11171260804698e-05
"580","30 - N225 - final","valid",6,"linearGARCHmu",0.0300244158878505,4.19883047352548e-05
"581","30 - N225 - final","valid",7,"GJRGARCH",0.0445828271028037,1.44098629179718e-05
"582","30 - N225 - final","valid",8,"GJRGARCHmu",0.0379816588785047,5.90573595410627e-05
"583","30 - N225 - final","valid",9,"linearTGARCH",0.0449209112149533,2.11025078929447e-05
"584","30 - N225 - final","valid",10,"linearTGARCHmu",0.0397267523364486,6.69446066996393e-05
"585","30 - N225 - final","valid",11,"TCAV",0.0413934579439252,1.64645888824896e-05
"586","30 - N225 - final","valid",12,"rangeValue",0.0467647196261682,5.17447575789068e-05
"587","30 - N225 - final","valid",13,"trigGARCH",0.149161098130841,8.99015978707795e-05
"588","30 - N225 - final","valid",14,"trvGARCH",0.0484367990654206,4.72618029889278e-05
"589","31 - N500 - final","train",1,"Adaptive",0.0539521521521522,1.53636461154221e-06
"590","31 - N500 - final","train",2,"symmetricAbs",0.0510969469469469,1.27124598943662e-05
"591","31 - N500 - final","train",3,"IndirectGARCH",0.041006006006006,2.5302204431724e-05
"592","31 - N500 - final","train",4,"standardGARCHmu",0.0459645145145145,3.43509524083352e-05
"593","31 - N500 - final","train",5,"linearGARCH",0.0510928428428428,1.26211182305659e-05
"594","31 - N500 - final","train",6,"linearGARCHmu",0.025575975975976,2.33151705786974e-05
"595","31 - N500 - final","train",7,"GJRGARCH",0.051282982982983,1.23316023734446e-05
"596","31 - N500 - final","train",8,"GJRGARCHmu",0.0491368368368368,4.94543390296815e-05
"597","31 - N500 - final","train",9,"linearTGARCH",0.0513154654654655,1.09913528681141e-05
"598","31 - N500 - final","train",10,"linearTGARCHmu",0.0996147647647648,0.000101778202553991
"599","31 - N500 - final","train",11,"TCAV",0.068659009009009,2.12015380833704e-05
"600","31 - N500 - final","train",12,"rangeValue",0.0499027027027027,6.5596502643832e-05
